OTU,Size,Phylum,Class,Order,Family,Genus
Otu02797,32,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacteraceae
Otu02798,32,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides
Otu02799,32,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas
Otu02800,32,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Rhodothermaceae,Rhodothermaceae
Otu02801,32,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu02802,32,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomycetaceae
Otu02803,32,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu02804,32,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiales,Chromatiales
Otu02805,32,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes
Otu02806,32,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu02807,32,Bacteroidetes,Cytophagia,Cytophagales,Cytophagales,Cytophagales
Otu02808,32,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes
Otu02809,32,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu02810,32,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu02811,32,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
Otu02812,32,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Endozoicomonas
Otu02813,32,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu02814,32,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu02815,32,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Rhodothermaceae,Rhodothermaceae
Otu02816,32,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu02817,32,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriales,Flavobacteriales
Otu02818,32,Proteobacteria,Gammaproteobacteria,Chromatiales,Thioalkalispiraceae,Thioprofundum
Otu02819,32,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu02820,32,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomycetaceae
Otu02821,31,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu02822,31,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Saprospiraceae
Otu02823,31,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Pelagicoccus
Otu02824,31,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Kushneria
Otu02825,31,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomycetaceae
Otu02826,31,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria
Otu02827,31,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Parachlamydiaceae
Otu02828,31,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu02829,31,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu02830,31,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae
Otu02831,31,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes
Otu02832,31,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu02833,31,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu02834,31,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu02835,31,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomycetaceae
Otu02836,31,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Litorimonas
Otu02837,31,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobiaceae
Otu02838,31,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu02839,31,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu02840,31,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu02841,31,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu02842,31,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu02843,31,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu02844,31,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu02845,31,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu02846,31,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu02847,31,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu02848,31,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirgaceae
Otu02849,31,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacteraceae
Otu02850,31,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu02851,31,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu02852,31,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes
Otu02853,31,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
Otu02854,31,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystaceae
Otu02855,31,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera
Otu02856,31,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu02857,31,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu02858,31,Acidobacteria,Acidobacteria_Gp6,Gp6,Gp,Gp
Otu02859,31,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Saprospiraceae
Otu02860,31,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu02861,31,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu02862,31,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutaonella
Otu02863,31,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu02864,31,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu02865,31,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Aquipuribacter
Otu02866,31,Firmicutes,Bacilli,Bacillales,Bacillaceae_,Geobacillus
Otu02867,31,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricauda
Otu02868,31,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Blastopirellula
Otu02869,31,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu02870,31,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Parachlamydia
Otu02871,31,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea
Otu02872,31,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales,Bacteroidales
Otu02873,31,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu02874,31,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Gammaproteobacteria_incertae_sedis,Gammaproteobacteria_incertae_sedis
Otu02875,31,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Blastopirellula
Otu02876,31,Proteobacteria,Alphaproteobacteria,Parvularculales,Parvularculaceae,Parvularcula
Otu02877,30,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirgaceae
Otu02878,30,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirgaceae
Otu02879,30,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsiaceae
Otu02880,30,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Puniceicoccaceae
Otu02881,30,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu02882,30,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Blastopirellula
Otu02883,30,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomycetaceae
Otu02884,30,Actinobacteria,Actinobacteria,Acidimicrobiales,Acidimicrobiales,Acidimicrobiales
Otu02885,30,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu02886,30,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera
Otu02887,30,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Saprospiraceae
Otu02888,30,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas
Otu02889,30,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobiaceae
Otu02890,30,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu02891,30,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter
Otu02892,30,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu02893,30,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea
Otu02894,30,Actinobacteria,Actinobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter
Otu02895,30,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Aureispira
Otu02896,30,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu02897,30,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu02898,30,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu02899,30,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu02900,30,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu02901,30,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu02902,30,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanospirillaceae
Otu02903,30,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu02904,30,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium_XI
